# .fankeel/sessions scanned: 180 entries, 0 unreadable (parse failures skipped and counted), 79 carry a spend field

## block 1: per-stage (every spend-bearing session, all buckets — filter on `bucket` for the long-task end)
session	version	requests	bucket	stage	from	to	who	usd	in	out	cacheR	cacheW
8676de40	—	212	200-799	verify	1789626669073	1789627353382	parent	3.7681	38	21106	5545836	46733
8676de40	—	212	200-799	verify	1789626669073	1789627353382	agents	1.1302	62	48367	1832220	111979
8676de40	—	212	200-799	land	1789627533272	1789627533272	parent	0.3794	4	1015	640033	3400
8c3ad314	—	2103	800+	survey	1788942589383	1788942915484	parent	3.6483	428	18462	2083751	109997
8c3ad314	—	2103	800+	survey	1788942589383	1788942915484	agents	2.1082	100	32479	3691090	417983
8c3ad314	—	2103	800+	design	1788943007267	1788943627604	parent	8.2794	646	84813	4963776	139569
8c3ad314	—	2103	800+	design	1788943007267	1788943627604	agents	2.0114	86	21424	3383155	448148
8c3ad314	—	2103	800+	plan	1788944780358	1788945205283	parent	1.1556	194	5652	2024432	18249
8c3ad314	—	2103	800+	plan	1788944780358	1788945205283	agents	1.0498	84	20228	3080712	92478
8c3ad314	—	2103	800+	build	1788945699571	1788958470719	parent	19.7161	3248	107994	33845270	291131
8c3ad314	—	2103	800+	build	1788945699571	1788958470719	agents	37.1514	1906	481290	119310470	3389048
8c3ad314	—	2103	800+	verify	1788956421376	1788958835762	parent	7.8099	1554	43423	13486318	112582
8c3ad314	—	2103	800+	verify	1788956421376	1788958835762	agents	22.0282	1404	436010	50755560	3005669
8c3ad314	—	2103	800+	audit	1788959377832	1788961070510	parent	3.7279	676	18842	7341739	47181
8c3ad314	—	2103	800+	audit	1788959377832	1788961070510	agents	0.3602	20	7942	638385	61226
8c3ad314	—	2103	800+	land	1788961227755	1788961809410	parent	4.4805	710	23347	9179404	50562
8c3ad314	—	2103	800+	land	1788961227755	1788961809410	agents	0.2253	20	4322	628875	22515
8db09de2	—	749	200-799	survey	1789201486466	1789202172225	parent	3.7454	584	40834	2750354	134650
8db09de2	—	749	200-799	survey	1789201486466	1789202172225	agents	0.3370	56	5739	525684	69735
8db09de2	—	749	200-799	design	1789202505225	1789203695351	parent	2.5484	352	32983	2150213	64699
8db09de2	—	749	200-799	design	1789202505225	1789203695351	agents	0.2748	16	4280	388524	61696
8db09de2	—	749	200-799	build	1789203999340	1789211601617	parent	27.4931	2090	246137	35428006	361518
8db09de2	—	749	200-799	build	1789203999340	1789211601617	agents	12.3969	946	270696	27656590	1662680
8db09de2	—	749	200-799	verify	1789211856104	1789214159913	parent	11.6807	564	68633	17695402	111434
8db09de2	—	749	200-799	verify	1789211856104	1789214159913	agents	3.0048	180	77346	5820750	426732
8db09de2	—	749	200-799	land	1789214858458	1789215081865	parent	2.1934	160	9939	3570269	15904
8e5db3ef	0.74.0	24	<50	survey	1789852425009	1789852425009	parent	0.3455	20	5250	552025	45649
8e5db3ef	0.74.0	24	<50	survey	1789852425009	1789852425009	agents	0.7802	28	8063	502057	52391
942566e9	0.74.0	97	50-199	survey	1789843931293	1789844067136	parent	0.2646	10	1683	379851	42938
942566e9	0.74.0	97	50-199	survey	1789843931293	1789844067136	agents	3.1448	184	57465	3568950	243552
98873819	—	1922	800+	survey	1789051219106	1789051499026	parent	4.0254	56	43477	3287597	129435
98873819	—	1922	800+	survey	1789051219106	1789051499026	agents	0.8606	100	35985	1078877	113924
98873819	—	1922	800+	design	1789051769723	1789052986867	parent	8.1111	82	83375	9375015	133881
98873819	—	1922	800+	design	1789051769723	1789052986867	agents	10.8960	1792	111485	3757843	551499
98873819	—	1922	800+	plan	1789053963141	1789054988791	parent	6.0627	62	24973	9989421	44333
98873819	—	1922	800+	plan	1789053963141	1789054988791	agents	0.6892	56	28675	1154740	68546
98873819	—	1922	800+	build	1789055676837	1789065973397	parent	36.2150	330	166041	57112419	350616
98873819	—	1922	800+	build	1789055676837	1789065973397	agents	18.3043	1222	605525	39671687	1724898
98873819	—	1922	800+	verify	1789063612084	1789066948497	parent	14.6531	148	81390	21996292	161945
98873819	—	1922	800+	verify	1789063612084	1789066948497	agents	21.7842	1366	770910	40475772	2390889
98873819	—	1922	800+	audit	1789067275283	1789069145183	parent	11.7073	86	49110	18748366	110497
98873819	—	1922	800+	audit	1789067275283	1789069145183	agents	3.3790	148	141869	6883649	233324
98873819	—	1922	800+	land	1789069733229	1789069844315	parent	2.1279	16	3517	3910466	8466
995b6185	—	325	200-799	survey	1789482137510	1789482348301	parent	3.7906	34	50995	2135170	144792
995b6185	—	325	200-799	survey	1789482137510	1789482348301	agents	1.6281	72	62745	1936481	245292
995b6185	—	325	200-799	design	1789482931163	1789483113429	parent	3.2113	34	33636	3617489	56146
995b6185	—	325	200-799	design	1789482931163	1789483113429	agents	1.4421	68	68483	2218297	125405
995b6185	—	325	200-799	plan	1789484152921	1789484704519	parent	4.0610	44	25840	5812488	50856
995b6185	—	325	200-799	plan	1789484152921	1789484704519	agents	0.2659	10	2115	305730	73415
995b6185	—	325	200-799	build	1789484933442	1789488517101	parent	16.4869	220	122180	21595951	263337
995b6185	—	325	200-799	build	1789484933442	1789488517101	agents	2.9167	168	123694	4215060	334575
99d06072	—	444	200-799	survey	1789628283260	1789628342106	parent	2.4620	36	17339	1981335	103772
99d06072	—	444	200-799	survey	1789628283260	1789628342106	agents	0.3557	30	8721	616707	58053
99d06072	—	444	200-799	design	1789639330651	1789639330651	parent	1.6430	4	1103	145195	154279
99d06072	—	444	200-799	build	1789639360178	1789652990335	parent	8.1641	86	37472	8055572	319909
99d06072	—	444	200-799	build	1789639360178	1789652990335	agents	8.4823	394	228288	18329890	1013056
99d06072	—	444	200-799	verify	1789650634376	1789653439640	parent	8.1404	86	38772	12562588	88939
99d06072	—	444	200-799	verify	1789650634376	1789653439640	agents	4.3544	234	158529	8577351	421285
99d06072	—	444	200-799	land	1789653542233	1789653542233	parent	1.7999	18	5947	3073788	11428
9e36bfd6	0.73.0	2683	800+	survey	1789830424940	1789831358611	parent	4.4138	58	43833	3651446	149197
9e36bfd6	0.73.0	2683	800+	survey	1789830424940	1789831358611	agents	2.6819	106	117530	2516008	401291
9e36bfd6	0.73.0	2683	800+	design	1789831660439	1789832068265	parent	7.9118	64	99945	7919228	145323
9e36bfd6	0.73.0	2683	800+	design	1789831660439	1789832068265	agents	1.1255	48	38895	2206762	118060
9e36bfd6	0.73.0	2683	800+	plan	1789833222880	1789834333612	parent	1.8119	16	9145	2675261	24556
9e36bfd6	0.73.0	2683	800+	plan	1789833222880	1789834333612	agents	0.3766	22	5464	702988	72528
9e36bfd6	0.73.0	2683	800+	build	1789834463895	1789874605470	parent	81.8220	846	349535	120919641	1261958
9e36bfd6	0.73.0	2683	800+	build	1789834463895	1789874605470	agents	55.5852	2706	1243803	136219801	6397057
9e36bfd6	0.73.0	2683	800+	verify	1789857901998	1789876067204	parent	24.7218	270	118395	30714883	640318
9e36bfd6	0.73.0	2683	800+	verify	1789857901998	1789876067204	agents	8.2553	618	311789	15191017	839173
9e36bfd6	0.73.0	2683	800+	audit	1789876174135	1789878418782	parent	16.0163	182	98427	21227138	294114
9e36bfd6	0.73.0	2683	800+	audit	1789876174135	1789878418782	agents	8.5016	466	240597	17956504	1001377
9e36bfd6	0.73.0	2683	800+	land	1789879382749	1789879382749	parent	1.3812	12	10346	1906782	16907
9fa90075	0.74.0	7	<50	survey	1789849410994	1789849410994	parent	0.7202	14	2855	281630	50794
a0a40606	—	1769	800+	survey	1789078405270	1789078939957	parent	3.6530	40	41828	2432594	139084
a0a40606	—	1769	800+	survey	1789078405270	1789078939957	agents	1.8264	86	73323	2107907	268565
a0a40606	—	1769	800+	design	1789079142227	1789079142227	parent	0.6499	8	4170	722135	18454
a0a40606	—	1769	800+	plan	1789079203780	1789080825836	parent	8.8637	90	78096	11413011	120430
a0a40606	—	1769	800+	plan	1789079203780	1789080825836	agents	3.7140	240	115663	6721886	485004
a0a40606	—	1769	800+	build	1789081405064	1789098506394	parent	21.3655	192	78796	36196479	129642
a0a40606	—	1769	800+	build	1789081405064	1789098506394	agents	3.9269	256	145973	6554519	462319
a0a40606	—	1769	800+	verify	1789085692646	1789099557280	parent	40.3326	482	227784	58870668	520024
a0a40606	—	1769	800+	verify	1789085692646	1789099557280	agents	21.5190	1494	815582	34397494	2592284
a0a40606	—	1769	800+	audit	1789096418206	1789100629043	parent	19.6443	228	116038	29537621	197340
a0a40606	—	1769	800+	audit	1789096418206	1789100629043	agents	5.6180	402	231941	8925633	605071
a0a40606	—	1769	800+	land	1789101142868	1789101142868	parent	2.2240	20	9934	3625334	16286
a40efcd3	—	607	200-799	survey	1789739148857	1789739319024	parent	2.5090	32	23934	1737711	104167
a40efcd3	—	607	200-799	survey	1789739148857	1789739319024	agents	0.9418	42	39290	759367	158761
a40efcd3	—	607	200-799	design	1789739718261	1789739718261	parent	2.7833	26	42405	2240589	60271
a40efcd3	—	607	200-799	design	1789739718261	1789739718261	agents	0.4546	18	21434	380641	65637
a40efcd3	—	607	200-799	plan	1789740318748	1789740374906	parent	2.9592	34	22026	3898944	45893
a40efcd3	—	607	200-799	plan	1789740318748	1789740374906	agents	5.4810	378	161108	12866043	518386
a40efcd3	—	607	200-799	build	1789741543612	1789743552843	parent	5.6966	54	40975	7684182	82989
a40efcd3	—	607	200-799	build	1789741543612	1789743552843	agents	2.5050	176	63197	4054997	424654
a40efcd3	—	607	200-799	verify	1789742581085	1789744031911	parent	8.2882	104	46029	10773363	175024
a40efcd3	—	607	200-799	verify	1789742581085	1789744031911	agents	6.6097	346	281635	9588391	749985
a40efcd3	—	607	200-799	land	1789744402915	1789744402915	parent	0.2110	4	205	357253	2724
a842a88a	0.74.0	6	<50	survey	1789853091403	1789853091403	parent	0.1878	12	4309	258317	23259
b578f9e8	0.74.0	6	<50	survey	1789850294321	1789850294321	parent	0.4522	12	2839	196725	28281
b5bd1b30	—	1088	800+	survey	1789108360364	1789108696858	parent	3.9657	424	48558	2163210	166798
b5bd1b30	—	1088	800+	survey	1789108360364	1789108696858	agents	3.2226	290	118262	5352954	387533
b5bd1b30	—	1088	800+	design	1789109678040	1789109678040	parent	1.6736	130	22533	1084259	56753
b5bd1b30	—	1088	800+	plan	1789109969256	1789111227271	parent	4.5740	326	67967	4010165	86816
b5bd1b30	—	1088	800+	plan	1789109969256	1789111227271	agents	0.7122	22	39769	535823	82926
b5bd1b30	—	1088	800+	build	1789111303221	1789114870462	parent	6.4187	820	71871	5891080	167228
b5bd1b30	—	1088	800+	build	1789111303221	1789114870462	agents	7.6184	642	202942	16666147	901801
b5bd1b30	—	1088	800+	verify	1789113450135	1789115366365	parent	5.1725	654	41512	6298966	98195
b5bd1b30	—	1088	800+	verify	1789113450135	1789115366365	agents	10.3027	734	392713	16531980	1227067
b5bd1b30	—	1088	800+	audit	1789115694185	1789117181650	parent	5.2410	584	39358	6964343	77200
b5bd1b30	—	1088	800+	audit	1789115694185	1789117181650	agents	3.0087	224	130404	4570511	316029
b5bd1b30	—	1088	800+	land	1789117341884	1789117551760	parent	3.4519	356	18996	4973751	48837
b5d479a6	—	463	200-799	survey	1789672025796	1789673754733	parent	9.2358	98	102356	8603832	237453
b5d479a6	—	463	200-799	survey	1789672025796	1789673754733	agents	4.5324	232	135481	9553783	506543
b5d479a6	—	463	200-799	design	1789674238046	1789674238046	parent	2.4391	22	20151	3174653	34785
b5d479a6	—	463	200-799	design	1789674238046	1789674238046	agents	1.0143	32	56326	964244	103263
b5d479a6	—	463	200-799	plan	1789675190302	1789675261097	parent	3.0314	52	22033	2887086	103674
b5d479a6	—	463	200-799	plan	1789675190302	1789675261097	agents	0.7233	40	31656	1079740	76304
b5d479a6	—	463	200-799	build	1789675925743	1789675983339	parent	1.2744	18	9479	1350410	36211
b5d479a6	—	463	200-799	build	1789675925743	1789675983339	agents	0.6993	38	20030	738853	140477
b5d479a6	—	463	200-799	verify	1789676169350	1789677242538	parent	4.6631	60	26196	6348390	83366
b5d479a6	—	463	200-799	verify	1789676169350	1789677242538	agents	3.0207	190	103012	5017465	394690
b5d479a6	—	463	200-799	audit	1789677450171	1789679023356	parent	7.2015	74	40453	11052356	66363
b5d479a6	—	463	200-799	audit	1789677450171	1789679023356	agents	1.0880	66	40300	2054941	109570
b5d479a6	—	463	200-799	land	1789679802920	1789679802920	parent	0.3835	4	830	646011	3977
b7386530	0.74.0	6	<50	survey	1789850624158	1789850624158	parent	0.4898	12	2911	197279	31833
b8478bb9	—	1123	800+	survey	1788965004992	1788965004992	parent	7.6591	102	74753	7110507	223452
b8478bb9	—	1123	800+	design	1788965336918	1788965336918	parent	2.6025	24	23898	3321401	34422
b8478bb9	—	1123	800+	design	1788965336918	1788965336918	agents	0.2459	6	14981	34899	35643
b8478bb9	—	1123	800+	plan	1788965803100	1788965915148	parent	3.6128	32	25099	5031338	46954
b8478bb9	—	1123	800+	plan	1788965803100	1788965915148	agents	2.4611	142	67035	6539456	193038
b8478bb9	—	1123	800+	build	1788967020138	1788973303227	parent	18.8838	178	94940	28692560	216318
b8478bb9	—	1123	800+	build	1788967020138	1788973303227	agents	18.8460	1360	699682	32337798	2151573
b8478bb9	—	1123	800+	verify	1788971742530	1788973530926	parent	6.5003	98	46236	8951373	86824
b8478bb9	—	1123	800+	verify	1788971742530	1788973530926	agents	4.2487	216	199725	4751303	520310
b8478bb9	—	1123	800+	audit	1788974284229	1788974479227	parent	5.7792	70	32786	8833748	54232
b8478bb9	—	1123	800+	land	1788975055775	1788975055775	parent	1.5083	18	5266	2526364	11341
c4a832ae	0.72.0	793	200-799	survey	1789756655256	1789756747419	parent	3.2072	46	27152	2605992	122522
c4a832ae	0.72.0	793	200-799	survey	1789756655256	1789756747419	agents	2.9997	114	153611	2520434	383721
c4a832ae	0.72.0	793	200-799	design	1789757079289	1789759879991	parent	12.8390	122	128188	15290725	198833
c4a832ae	0.72.0	793	200-799	design	1789757079289	1789759879991	agents	1.9846	72	85951	2134158	279235
c4a832ae	0.72.0	793	200-799	plan	1789760828898	1789760954638	parent	3.2535	50	19290	3146049	119801
c4a832ae	0.72.0	793	200-799	plan	1789760828898	1789760954638	agents	1.5441	74	35387	4065700	150772
c4a832ae	0.72.0	793	200-799	build	1789761470024	1789764198825	parent	7.8414	96	56322	10474250	119576
c4a832ae	0.72.0	793	200-799	build	1789761470024	1789764198825	agents	9.8882	546	265552	19729421	1314300
c4a832ae	0.72.0	793	200-799	verify	1789763508048	1789764617320	parent	6.1848	62	21957	9773009	74908
c4a832ae	0.72.0	793	200-799	verify	1789763508048	1789764617320	agents	6.5157	338	283358	8671795	778837
c4a832ae	0.72.0	793	200-799	audit	1789765070839	1789768279663	parent	5.6046	48	24194	9047478	47580
c4a832ae	0.72.0	793	200-799	audit	1789765070839	1789768279663	agents	0.1766	14	7904	170233	25414
c4a832ae	0.72.0	793	200-799	land	1789770088618	1789770088618	parent	0.4360	4	332	800215	2756
c7788483	0.74.0	6	<50	survey	1789844838189	1789844838189	parent	0.5825	12	2557	205437	41584
c7ed14d0	—	620	200-799	survey	1788976159255	1788976473165	parent	3.0992	42	33106	2256704	114300
c7ed14d0	—	620	200-799	survey	1788976159255	1788976473165	agents	0.9099	46	37321	442648	179245
c7ed14d0	—	620	200-799	design	1788976652926	1788976848360	parent	4.4251	58	40903	5406575	69893
c7ed14d0	—	620	200-799	design	1788976652926	1788976848360	agents	0.4532	4	39285	11424	23241
c7ed14d0	—	620	200-799	plan	1788977683071	1788977854604	parent	3.5199	44	16250	5361425	43272
c7ed14d0	—	620	200-799	plan	1788977683071	1788977854604	agents	0.2979	14	5986	339690	68010
c7ed14d0	—	620	200-799	build	1788978054786	1788981502368	parent	13.1291	136	49790	21486194	114061
c7ed14d0	—	620	200-799	build	1788978054786	1788981502368	agents	13.1836	716	340978	18390116	1519131
c7ed14d0	—	620	200-799	verify	1788982346488	1788982680243	parent	3.9994	32	19929	6296432	35276
c7ed14d0	—	620	200-799	verify	1788982346488	1788982680243	agents	1.3950	44	41854	1190355	295302
c7ed14d0	—	620	200-799	audit	1788983027300	1788983652481	parent	7.8827	62	26254	13553934	44904
c7ed14d0	—	620	200-799	audit	1788983027300	1788983652481	agents	0.4129	8	16230	155050	87811
c7ed14d0	—	620	200-799	land	1788984060821	1788984223887	parent	4.5664	34	9792	8053163	29484
c8b4833c	0.72.0	354	200-799	survey	1789745914561	1789746021053	parent	3.9452	46	40305	3140497	136709
c8b4833c	0.72.0	354	200-799	survey	1789745914561	1789746021053	agents	5.1954	354	180957	9529366	591717
c8b4833c	0.72.0	354	200-799	build	1789746510078	1789748641940	parent	2.1608	28	18028	2604468	40774
c8b4833c	0.72.0	354	200-799	build	1789746510078	1789748641940	agents	1.4921	108	54660	2236820	199173
c8b4833c	0.72.0	354	200-799	verify	1789747386392	1789749112377	parent	5.2600	60	30519	7590154	70163
c8b4833c	0.72.0	354	200-799	verify	1789747386392	1789749112377	agents	1.7290	106	52240	3377365	212349
c8b4833c	0.72.0	354	200-799	land	1789749348169	1789749348169	parent	0.5353	6	2215	853496	5312
ca4b952b	—	598	200-799	survey	1788859906490	1788862363217	parent	8.5977	1138	66590	6434725	182405
ca4b952b	—	598	200-799	survey	1788859906490	1788862363217	agents	3.3962	198	92904	6441055	471436
ca4b952b	—	598	200-799	design	1788862644384	1788862644384	parent	4.0561	480	39024	3695066	58818
ca4b952b	—	598	200-799	design	1788862644384	1788862644384	agents	0.6950	12	34355	403797	108252
ca4b952b	—	598	200-799	plan	1788863591438	1788864275006	parent	1.0426	162	6794	1701102	13799
ca4b952b	—	598	200-799	plan	1788863591438	1788864275006	agents	0.7095	40	22598	1374631	83393
ca4b952b	—	598	200-799	build	1788864569174	1788869143573	parent	11.5852	1750	69387	22525643	123345
ca4b952b	—	598	200-799	build	1788864569174	1788869143573	agents	8.3584	560	234819	19293438	884845
ca4b952b	—	598	200-799	verify	1788869591653	1788870431568	parent	3.0081	296	16552	5627615	38533
ca4b952b	—	598	200-799	verify	1788869591653	1788870431568	agents	2.1732	114	55865	5278363	223446
ca4b952b	—	598	200-799	audit	1788870803370	1788870880811	parent	1.7708	194	10476	3227136	21913
ca4b952b	—	598	200-799	land	1788871072388	1788871072388	parent	0.3560	64	1143	952830	3002
cd86c49b	—	217	200-799	survey	1789239882728	1789239882728	parent	2.2538	322	22878	1133204	111359
cd86c49b	—	217	200-799	design	1789240055739	1789240146865	parent	0.8310	128	10206	622280	26404
cd86c49b	—	217	200-799	build	1789240250074	1789242538901	parent	9.4993	1130	119187	9996768	151557
cd86c49b	—	217	200-799	build	1789240250074	1789242538901	agents	2.1611	214	65551	3428398	327807
cd86c49b	—	217	200-799	verify	1789242738254	1789243538469	parent	5.2660	454	52465	6321512	79131
cd86c49b	—	217	200-799	verify	1789242738254	1789243538469	agents	0.9582	72	42229	1260949	113433
cd86c49b	—	217	200-799	land	1789244051035	1789244051035	parent	0.6059	64	4425	826872	8152
ce59a0ff	0.74.0	22	<50	survey	1789854359541	1789854461589	parent	0.3076	20	2507	492446	45996
ce59a0ff	0.74.0	22	<50	survey	1789854359541	1789854461589	agents	0.6655	24	7597	362126	47095
d39444fc	—	3908	800+	survey	1789333554893	1789333681121	parent	3.8536	460	46372	2480098	145193
d39444fc	—	3908	800+	survey	1789333554893	1789333681121	agents	5.3914	358	198294	7429563	768752
d39444fc	—	3908	800+	design	1789333936715	1789337394508	parent	4.5245	484	64128	3843206	99725
d39444fc	—	3908	800+	design	1789333936715	1789337394508	agents	15.6684	1398	299549	7445046	815263
d39444fc	—	3908	800+	plan	1789338143219	1789341401723	parent	7.4945	814	51780	10522139	93484
d39444fc	—	3908	800+	plan	1789338143219	1789341401723	agents	25.0182	1490	469930	17514364	1082399
d39444fc	—	3908	800+	build	1789341677068	1789385698024	parent	26.5018	2728	203570	33706451	454572
d39444fc	—	3908	800+	build	1789341677068	1789385698024	agents	34.1565	2136	972879	79769863	3387781
d39444fc	—	3908	800+	verify	1789350378768	1789390602918	parent	17.3976	1862	131911	20918860	363111
d39444fc	—	3908	800+	verify	1789350378768	1789390602918	agents	19.1009	944	645482	35167722	2244267
d39444fc	—	3908	800+	audit	1789354979596	1789396536428	parent	118.2196	1716	535302	164317715	2266957
d39444fc	—	3908	800+	audit	1789354979596	1789396536428	agents	35.5990	2362	1317108	56986674	4410326
d39444fc	—	3908	800+	land	1789397077923	1789397842083	parent	6.7425	102	47283	8161008	147946
d42ee50c	0.74.0	9	<50	survey	1789854506699	1789854506699	parent	0.8199	18	6263	379622	47343
d4d41f05	—	3329	800+	survey	1789719890830	1789720059496	parent	5.0691	56	56909	4056981	161765
d4d41f05	—	3329	800+	survey	1789719890830	1789720059496	agents	9.6060	264	212634	11652246	757520
d4d41f05	—	3329	800+	design	1789721105064	1789721149465	parent	2.2872	24	24240	2600701	38073
d4d41f05	—	3329	800+	design	1789721105064	1789721149465	agents	22.9951	694	517496	73358826	1232558
d4d41f05	—	3329	800+	plan	1789722709220	1789725852717	parent	11.4183	120	48378	17945838	123532
d4d41f05	—	3329	800+	plan	1789722709220	1789725852717	agents	10.1338	284	207207	32973511	586585
d4d41f05	—	3329	800+	build	1789725965641	1789736982924	parent	40.8973	428	189391	59962445	617918
d4d41f05	—	3329	800+	build	1789725965641	1789736982924	agents	40.0027	2500	1051372	91513895	4472464
d4d41f05	—	3329	800+	verify	1789734575903	1789737479909	parent	10.8991	114	73387	14865910	163092
d4d41f05	—	3329	800+	verify	1789734575903	1789737479909	agents	34.4979	2112	1133551	66815729	3918023
d4d41f05	—	3329	800+	audit	1789738375432	1789738462555	parent	4.1937	34	24332	6232836	46879
d4d41f05	—	3329	800+	audit	1789738375432	1789738462555	agents	0.2377	12	12637	147877	32676
d4d41f05	—	3329	800+	land	1789738744047	1789738906733	parent	1.9393	16	7131	3172312	17480
d569a03e	—	2717	800+	survey	1789653999395	1789655447891	parent	4.6438	56	47993	3653307	161706
d569a03e	—	2717	800+	survey	1789653999395	1789655447891	agents	9.2703	540	308444	19662460	900917
d569a03e	—	2717	800+	design	1789655683396	1789656119284	parent	3.7120	28	52394	3119404	84234
d569a03e	—	2717	800+	design	1789655683396	1789656119284	agents	14.4216	430	398802	39150295	1041050
d569a03e	—	2717	800+	plan	1789657474825	1789659150225	parent	6.6104	94	48664	7286848	174990
d569a03e	—	2717	800+	plan	1789657474825	1789659150225	agents	13.6373	470	225385	50106360	544497
d569a03e	—	2717	800+	build	1789660292245	1789667062524	parent	16.5431	188	111285	20927945	329609
d569a03e	—	2717	800+	build	1789660292245	1789667062524	agents	20.8655	1276	518857	47862742	2440745
d569a03e	—	2717	800+	verify	1789664803851	1789667829701	parent	15.2164	140	70822	16451337	521945
d569a03e	—	2717	800+	verify	1789664803851	1789667829701	agents	27.5460	1794	895599	56392288	2923199
d569a03e	—	2717	800+	audit	1789668311303	1789670151714	parent	6.6726	92	34988	9452848	107106
d569a03e	—	2717	800+	audit	1789668311303	1789670151714	agents	4.4572	266	156815	9967740	357999
d569a03e	—	2717	800+	land	1789670164031	1789670771294	parent	5.0640	60	19875	8272885	43036
d7f5452e	—	197	50-199	survey	1789215533209	1789215533209	parent	2.0363	324	17896	1206740	98387
d7f5452e	—	197	50-199	design	1789215712199	1789215925530	parent	3.5097	578	44078	3320133	74478
d7f5452e	—	197	50-199	design	1789215712199	1789215925530	agents	0.8960	86	26568	2080003	85675
d7f5452e	—	197	50-199	build	1789216948652	1789223633228	parent	3.2718	388	43175	3266573	55721
d7f5452e	—	197	50-199	build	1789216948652	1789223633228	agents	0.8671	58	35140	1551441	82110
d7f5452e	—	197	50-199	verify	1789218962725	1789224829346	parent	9.9755	1000	107202	11714037	143346
d7f5452e	—	197	50-199	verify	1789218962725	1789224829346	agents	1.0202	86	38714	1403893	140860
d7f5452e	—	197	50-199	land	1789225549559	1789225549559	parent	0.5425	64	2497	822070	6874
de01f526	—	69	50-199	survey	1789171585943	1789171585943	parent	1.8038	198	19434	851776	89107
de01f526	—	69	50-199	design	1789171754999	1789171754999	parent	2.8517	450	39418	2457764	63507
de01f526	—	69	50-199	design	1789171754999	1789171754999	agents	0.2399	16	10581	186770	38695
de01f526	—	69	50-199	build	1789172429405	1789174762413	parent	1.0251	100	11939	985800	23327
de01f526	—	69	50-199	build	1789172429405	1789174762413	agents	0.4759	42	16702	774409	61575
de01f526	—	69	50-199	verify	1789175288217	1789175417388	parent	2.0853	228	27394	2059853	36936
de01f526	—	69	50-199	land	1789175922080	1789175922080	parent	0.3454	64	1799	501893	4916
e6f10192	—	597	200-799	audit	1789319455925	1789320030843	parent	6.0423	712	84215	3934059	196636
e6f10192	—	597	200-799	audit	1789319455925	1789320030843	agents	11.0894	868	347160	23915334	1133212
e6f10192	—	597	200-799	build	1789320694149	1789322152242	parent	2.0471	136	27264	1940829	39443
e6f10192	—	597	200-799	build	1789320694149	1789322152242	agents	1.5438	142	42420	2905911	215246
e6f10192	—	597	200-799	verify	1789322644818	1789323464905	parent	3.0008	266	24913	3806383	47347
e6f10192	—	597	200-799	verify	1789322644818	1789323464905	agents	0.8844	86	35436	1757844	71303
e6f10192	—	597	200-799	land	1789323959161	1789323959161	parent	0.3706	64	652	641123	3344
ed78f9a0	—	2157	800+	survey	1788872822053	1788873399744	parent	3.5285	38	40505	2324886	135328
ed78f9a0	—	2157	800+	survey	1788872822053	1788873399744	agents	1.6811	116	36622	3652423	233669
ed78f9a0	—	2157	800+	design	1788873703131	1788873703131	parent	2.8740	30	33733	3007217	52694
ed78f9a0	—	2157	800+	design	1788873703131	1788873703131	agents	1.3057	42	56046	1946321	142369
ed78f9a0	—	2157	800+	plan	1788874595725	1788874978363	parent	2.3780	32	12544	3649307	23961
ed78f9a0	—	2157	800+	build	1788875036051	1788886395034	parent	46.4180	360	214763	74965856	356417
ed78f9a0	—	2157	800+	build	1788875036051	1788886395034	agents	53.5726	2852	1365211	143492720	4486497
ed78f9a0	—	2157	800+	verify	1788884582737	1788888003765	parent	23.3597	202	106362	36442454	247843
ed78f9a0	—	2157	800+	verify	1788884582737	1788888003765	agents	13.3868	540	226356	21271927	988969
ed78f9a0	—	2157	800+	audit	1788888768128	1788889083627	parent	2.9826	44	18783	4426007	29976
ed78f9a0	—	2157	800+	land	1788889365143	1788889365143	parent	4.2117	58	21944	6692039	31675
f4032f75	0.74.0	11	<50	survey	1789854249736	1789854249736	parent	0.9279	22	7383	499645	49342
f6d0edbf	—	101	50-199	survey	1789233261365	1789233526150	parent	3.9278	612	43096	2696193	149924
f6d0edbf	—	101	50-199	survey	1789233261365	1789233526150	agents	1.6503	108	31233	1339254	427946
f6d0edbf	—	101	50-199	audit	1789233915226	1789235520188	parent	4.3652	548	52082	4362906	87897
f6d0edbf	—	101	50-199	audit	1789233915226	1789235520188	agents	0.2231	10	8316	262728	34935
f6d0edbf	—	101	50-199	land	1789236516996	1789236516996	parent	0.3934	64	2455	559166	5209
f7fe80c2	0.74.0	35	<50	survey	1789847623552	1789847908072	parent	0.2452	18	4598	419880	28804
f7fe80c2	0.74.0	35	<50	survey	1789847623552	1789847908072	agents	1.4565	52	19436	1159118	62520

## block 2: crosscheck (per-stage usd summed vs. lib/spend.js sessionsOf whole-session usd)
crosscheck: 79 sessions compared, 0 mismatched

## block 3a: rolling 5-hour windows, top 10 by total tokens (full population, not bucket-filtered — a usage cap does not care which bucket a session is in)
window start(ISO)	tokens	sessions	stages
2026-09-08T07:46:51.564Z	470965196	3	14
2026-09-14T11:34:58.024Z	460382044	2	7
2026-09-11T17:15:33.695Z	437273493	2	11
2026-09-11T13:12:17.917Z	436315579	1	3
2026-09-18T03:54:58.233Z	404554935	6	24
2026-09-19T13:46:44.918Z	394195987	3	8
2026-09-18T08:27:39.496Z	391338773	1	5
2026-09-18T08:45:49.465Z	384134620	1	6
